,state,gender,customer_lifetime_value,number_of_open_complaints,response,coverage,education,effective_to_date,employmentstatus,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,region_mapped,month,date
8620,Arizona,F,4272.585137,0.0,No,Basic,High School or Below,2011-02-03,Employed,81132.0,Urban,Divorced,107,19.0,52,1,Corporate Auto,Corporate L2,Offer2,Agent,419.105559,SUV,Small,A,central,February,2011-02-03
8621,Arizona,M,6032.737631,0.0,No,Extended,College,2011-02-04,Unemployed,0.0,Suburban,Married,86,4.0,56,8,Personal Auto,Personal L3,Offer2,Web,412.8,Two-Door Car,Medsize,0,central,February,2011-02-04
8622,Washington,F,2321.88367,0.0,No,Basic,High School or Below,2011-02-22,Unemployed,0.0,Suburban,Single,65,15.0,7,1,Personal Auto,Personal L3,Offer2,Agent,468.0,Four-Door Car,Medsize,A,east,February,2011-02-22
8623,California,F,4757.242856,0.0,No,Premium,High School or Below,2011-02-25,Employed,67486.0,Urban,Married,118,3.0,26,1,Personal Auto,Personal L3,Offer3,Branch,529.493769,Two-Door Car,Large,0,west_region,February,2011-02-25
8624,Oregon,M,2448.646138,0.0,No,Basic,College,2011-02-08,Unemployed,0.0,Suburban,Married,69,7.0,68,1,Corporate Auto,Corporate L3,Offer2,Branch,331.2,Two-Door Car,Medsize,A,north_west,February,2011-02-08
8625,Arizona,F,9420.965855,0.0,No,Basic,Bachelor,2011-02-15,Employed,47048.0,Suburban,Married,118,0.0,37,3,Personal Auto,Personal L3,Offer4,Call Center,566.4,SUV,Medsize,A,central,February,2011-02-15
8626,Arizona,F,2397.036098,0.0,Yes,Basic,High School or Below,2011-01-29,Retired,22283.0,Suburban,Divorced,65,16.0,93,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,A,central,January,2011-01-29
8627,California,F,5322.291688,1.0,No,Extended,Bachelor,2011-01-16,Employed,33681.0,Suburban,Single,138,13.0,21,1,Personal Auto,Personal L2,Offer1,Agent,873.127345,SUV,Large,A,west_region,January,2011-01-16
8628,California,F,5697.175238,0.0,No,Basic,Bachelor,2011-01-17,Employed,27048.0,Suburban,Married,72,5.0,85,4,Corporate Auto,Corporate L3,Offer3,Agent,345.6,Four-Door Car,Medsize,0,west_region,January,2011-01-17
8629,California,F,4633.550875,0.0,No,Basic,Bachelor,2011-02-28,Employed,29105.0,Rural,Married,117,28.0,31,1,Personal Auto,Personal L3,Offer2,Branch,272.612048,Sports Car,Medsize,A,west_region,February,2011-02-28
8630,Washington,M,5515.41017,0.0,No,Extended,Bachelor,2011-02-28,Unemployed,0.0,Suburban,Divorced,79,5.0,62,7,Special Auto,Special L2,Offer2,Web,379.2,Four-Door Car,Small,A,east,February,2011-02-28
8631,California,M,2874.074736,0.0,No,Basic,Doctor,2011-02-14,Employed,44084.0,Urban,Married,72,26.0,87,1,Personal Auto,Personal L2,Offer3,Agent,243.598068,Four-Door Car,Large,0,west_region,February,2011-02-14
8632,Oregon,F,19896.42226,0.0,No,Extended,Bachelor,2011-01-15,Employed,60420.0,Urban,Married,248,8.0,74,8,Personal Auto,Personal L2,Offer2,Web,632.944366,Luxury SUV,Medsize,0,north_west,January,2011-01-15
8633,Arizona,M,3214.979402,0.0,No,Extended,Bachelor,2011-02-04,Employed,53984.0,Suburban,Divorced,80,15.0,62,1,Corporate Auto,Corporate L2,Offer1,Call Center,421.484456,Four-Door Car,Small,A,central,February,2011-02-04
8634,Oregon,F,2677.223462,0.0,No,Basic,High School or Below,2011-01-13,Employed,56536.0,Urban,Divorced,67,10.0,63,1,Special Auto,Special L1,Offer4,Web,301.891189,Four-Door Car,Medsize,0,north_west,January,2011-01-13
8635,Washington,F,4118.588554,0.0,Yes,Premium,Bachelor,2011-01-28,Employed,69379.0,Suburban,Single,103,14.0,79,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize,0,east,January,2011-01-28
8636,California,M,16979.79757,0.0,Yes,Basic,Bachelor,2011-01-17,Employed,35095.0,Suburban,Divorced,73,25.0,56,2,Special Auto,Special L3,Offer2,Call Center,525.6,Two-Door Car,Small,0,west_region,January,2011-01-17
8637,Oregon,M,3649.194138,0.0,No,Basic,High School or Below,2011-01-17,Unemployed,0.0,Suburban,Single,104,1.0,50,1,Personal Auto,Personal L2,Offer1,Agent,748.8,SUV,Medsize,0,north_west,January,2011-01-17
8638,Washington,M,5363.076547,0.0,No,Basic,High School or Below,2011-02-18,Employed,36357.0,Rural,Married,68,28.0,96,6,Personal Auto,Personal L3,Offer1,Branch,17.269323,Four-Door Car,Medsize,A,east,February,2011-02-18
8639,Oregon,M,4721.659016,0.0,No,Basic,High School or Below,2011-02-28,Unemployed,0.0,Suburban,Single,67,20.0,38,8,Personal Auto,Personal L3,Offer4,Branch,482.4,Four-Door Car,Medsize,0,north_west,February,2011-02-28
8640,Arizona,F,10720.41744,1.0,No,Extended,Bachelor,2011-02-21,Employed,34837.0,Suburban,Single,139,4.0,2,4,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,0,central,February,2011-02-21
8641,Oregon,M,7440.92353,0.0,No,Basic,Bachelor,2011-02-14,Employed,34137.0,Suburban,Married,62,6.0,9,2,Personal Auto,Personal L3,Offer1,Agent,297.6,Two-Door Car,Medsize,0,north_west,February,2011-02-14
8642,California,M,12723.15311,0.0,No,Basic,Master,2011-01-20,Employed,34665.0,Suburban,Married,64,29.0,58,2,Personal Auto,Personal L3,Offer2,Branch,450.85948,Two-Door Car,Small,0,west_region,January,2011-01-20
8643,Arizona,F,5838.133617,0.0,No,Basic,College,2011-02-03,Employed,55419.0,Rural,Married,72,31.0,45,9,Personal Auto,Personal L2,Offer1,Web,171.166733,Four-Door Car,Medsize,A,central,February,2011-02-03
8644,Nevada,M,7325.917302,3.0,No,Premium,Bachelor,2011-01-18,Employed,20757.0,Rural,Single,102,6.0,74,9,Corporate Auto,Corporate L3,Offer1,Agent,216.4268,Four-Door Car,Medsize,0,central,January,2011-01-18
8645,Oregon,F,7498.824515,0.0,No,Basic,Master,2011-01-27,Unemployed,0.0,Suburban,Married,66,5.0,17,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,0,north_west,January,2011-01-27
8646,Oregon,M,11944.40399,0.0,No,Basic,College,2011-01-18,Employed,33760.0,Rural,Married,102,24.0,11,2,Personal Auto,Personal L1,Offer1,Branch,123.491865,SUV,Medsize,A,north_west,January,2011-01-18
8647,California,F,7778.005623,3.0,No,Basic,Bachelor,2011-01-19,Disabled,25970.0,Suburban,Married,72,18.0,30,2,Personal Auto,Personal L2,Offer4,Branch,430.818992,Four-Door Car,Small,0,west_region,January,2011-01-19
8648,Oregon,M,17857.97233,1.0,No,Basic,College,2011-02-13,Employed,55437.0,Suburban,Married,64,5.0,78,2,Personal Auto,Personal L3,Offer3,Agent,445.287788,0,0,0,north_west,February,2011-02-13
8649,California,M,2484.747576,0.0,No,Basic,Bachelor,2011-02-19,Employed,42012.0,Rural,Married,63,13.0,84,1,Corporate Auto,Corporate L3,Offer1,Agent,40.754246,Four-Door Car,Medsize,0,west_region,February,2011-02-19
8650,California,M,6366.225775,0.0,Yes,Extended,High School or Below,2011-01-07,Employed,44368.0,Suburban,Married,80,5.0,72,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,0,west_region,January,2011-01-07
8651,Arizona,M,6008.184526,0.0,No,Extended,Bachelor,2011-01-01,Employed,43543.0,Urban,Married,76,11.0,62,8,Personal Auto,Personal L3,Offer1,Call Center,339.255348,Two-Door Car,Medsize,A,central,January,2011-01-01
8652,California,M,4645.569555,0.0,No,Basic,Master,2011-02-13,Employed,42532.0,Rural,Single,118,13.0,32,1,Personal Auto,Personal L3,Offer1,Call Center,200.641734,Sports Car,Medsize,A,west_region,February,2011-02-13
8653,California,F,9581.281433,0.0,No,Premium,College,2011-01-23,Employed,75606.0,Suburban,Married,119,6.0,97,7,Personal Auto,Personal L3,Offer1,Web,571.2,Four-Door Car,Medsize,A,west_region,January,2011-01-23
8654,California,M,3443.301126,0.0,No,Extended,Bachelor,2011-01-31,Medical Leave,16208.0,Suburban,Married,93,22.0,20,1,Personal Auto,Personal L3,Offer2,Call Center,446.4,Two-Door Car,Large,0,west_region,January,2011-01-31
8655,Oregon,F,2452.726922,0.0,No,Basic,College,2011-01-28,Employed,32764.0,Suburban,Married,61,30.0,23,1,Personal Auto,Personal L2,Offer4,Web,292.953446,Two-Door Car,Small,A,north_west,January,2011-01-28
8656,Oregon,M,5677.465907,0.0,No,Basic,College,2011-02-25,Employed,45345.0,Rural,Married,72,28.0,86,3,Personal Auto,Personal L3,Offer1,Web,99.039453,Four-Door Car,Large,A,north_west,February,2011-02-25
8657,Oregon,F,2650.622781,0.0,No,Basic,College,2011-01-20,Employed,39035.0,Urban,Divorced,68,15.0,65,1,Personal Auto,Personal L2,Offer2,Agent,244.564334,Four-Door Car,Medsize,A,north_west,January,2011-01-20
8658,California,F,10004.74874,0.0,No,Extended,High School or Below,2011-01-27,Unemployed,0.0,Suburban,Single,89,6.0,55,2,Corporate Auto,Corporate L3,Offer2,Branch,640.8,Two-Door Car,Medsize,A,west_region,January,2011-01-27
8659,Washington,F,11009.13049,0.0,Yes,Premium,Bachelor,2011-01-24,Employed,51643.0,Suburban,Single,283,16.0,43,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,0,0,A,east,January,2011-01-24
8660,Washington,M,2538.62632,0.0,Yes,Basic,Bachelor,2011-02-17,Retired,18608.0,Suburban,Divorced,71,13.0,24,1,Personal Auto,Personal L3,Offer2,Web,340.8,Four-Door Car,Medsize,0,east,February,2011-02-17
8661,Oregon,F,8221.870429,0.0,No,Premium,Master,2011-01-11,Medical Leave,13376.0,Suburban,Single,108,13.0,75,4,Personal Auto,Personal L3,Offer1,Agent,774.714929,Four-Door Car,Small,0,north_west,January,2011-01-11
8662,Washington,F,19160.98994,0.0,Yes,Extended,Master,2011-02-20,Employed,22705.0,Suburban,Divorced,239,19.0,59,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,A,east,February,2011-02-20
8663,Oregon,F,5657.031588,0.0,No,Premium,Bachelor,2011-02-01,Unemployed,0.0,Suburban,Married,152,12.0,89,1,Personal Auto,Personal L3,Offer1,Web,729.6,0,0,0,north_west,February,2011-02-01
8664,Arizona,M,8237.251407,0.0,No,Basic,Master,2011-02-28,Employed,48866.0,Suburban,Married,103,15.0,76,3,Personal Auto,Personal L1,Offer3,Web,494.4,0,0,0,central,February,2011-02-28
8665,California,M,6191.402312,0.0,No,Basic,College,2011-02-06,Unemployed,0.0,Suburban,Married,199,15.0,29,1,Personal Auto,Personal L3,Offer2,Web,955.2,Luxury Car,Medsize,A,west_region,February,2011-02-06
8666,Arizona,F,5504.139033,0.0,Yes,Basic,Bachelor,2011-02-08,Unemployed,0.0,Suburban,Married,73,15.0,45,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,0,0,0,central,February,2011-02-08
8667,Washington,F,5275.626956,0.0,No,Basic,Master,2011-01-29,Employed,70446.0,Rural,Married,65,31.0,99,9,Personal Auto,Personal L1,Offer4,Call Center,155.570802,Four-Door Car,Medsize,0,east,January,2011-01-29
8668,California,F,12500.84302,0.0,No,Premium,High School or Below,2011-01-15,Unemployed,0.0,Suburban,Married,165,16.0,43,3,Personal Auto,Personal L3,Offer3,Call Center,792.0,SUV,Medsize,A,west_region,January,2011-01-15
8669,California,F,5871.607022,0.0,No,Extended,Bachelor,2011-01-28,Unemployed,0.0,Suburban,Single,80,24.0,20,7,Corporate Auto,Corporate L3,Offer1,Call Center,871.055266,Four-Door Car,Medsize,A,west_region,January,2011-01-28
8670,Washington,F,10484.91535,0.0,Yes,Extended,College,2011-02-01,Employed,61108.0,Rural,Divorced,89,22.0,93,2,Personal Auto,Personal L1,Offer2,Agent,49.451117,Four-Door Car,Medsize,0,east,February,2011-02-01
8671,California,M,10408.96865,1.0,Yes,Basic,High School or Below,2011-02-18,Retired,20228.0,Suburban,Divorced,101,3.0,43,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,0,west_region,February,2011-02-18
8672,California,M,5709.358709,0.0,No,Basic,High School or Below,2011-02-27,Employed,75650.0,Rural,Married,71,24.0,53,8,Corporate Auto,Corporate L2,Offer4,Agent,104.918485,Four-Door Car,Medsize,0,west_region,February,2011-02-27
8673,California,M,8400.788878,0.0,No,Basic,High School or Below,2011-01-30,Employed,20870.0,Suburban,Divorced,72,20.0,90,2,Personal Auto,Personal L2,Offer3,Agent,345.6,Four-Door Car,Medsize,0,west_region,January,2011-01-30
8674,Oregon,M,8532.989751,0.0,No,Basic,Master,2011-01-10,Employed,30092.0,Rural,Married,108,33.0,90,9,Personal Auto,Personal L1,Offer2,Call Center,192.265438,SUV,Large,A,north_west,January,2011-01-10
8675,California,F,5208.35385,0.0,No,Basic,Bachelor,2011-01-30,Unemployed,0.0,Suburban,Single,74,35.0,2,3,Personal Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,Medsize,A,west_region,January,2011-01-30
8676,California,M,10986.22795,1.0,No,Extended,High School or Below,2011-01-10,Employed,96721.0,Suburban,Married,138,4.0,50,7,Personal Auto,Personal L3,Offer2,Web,662.4,SUV,Medsize,0,west_region,January,2011-01-10
8677,Arizona,F,21205.37785,0.0,No,Extended,High School or Below,2011-02-11,Employed,24930.0,Suburban,Married,76,7.0,16,2,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize,0,central,February,2011-02-11
8678,California,F,4845.002948,0.0,No,Basic,Bachelor,2011-02-11,Unemployed,0.0,Rural,Married,65,7.0,14,6,Personal Auto,Personal L2,Offer3,Branch,129.165554,Two-Door Car,Large,A,west_region,February,2011-02-11
8679,Nevada,M,4619.449922,0.0,No,Basic,College,2011-01-03,Employed,95301.0,Suburban,Married,114,34.0,43,1,Personal Auto,Personal L1,Offer3,Call Center,547.2,SUV,Large,A,central,January,2011-01-03
8680,Oregon,F,8104.503269,1.0,No,Basic,Bachelor,2011-02-22,Unemployed,0.0,Suburban,Single,117,24.0,8,6,Personal Auto,Personal L2,Offer2,Agent,842.4,0,0,A,north_west,February,2011-02-22
8681,California,M,7240.662339,0.0,No,Extended,Bachelor,2011-01-23,Employed,32818.0,Suburban,Married,93,17.0,39,8,Personal Auto,Personal L1,Offer2,Call Center,446.4,Four-Door Car,Medsize,0,west_region,January,2011-01-23
8682,California,M,8432.519368,0.0,No,Basic,College,2011-02-22,Employed,87728.0,Urban,Divorced,70,24.0,65,2,Personal Auto,Personal L3,Offer2,Web,201.589875,Four-Door Car,Medsize,A,west_region,February,2011-02-22
8683,Nevada,F,15277.47796,0.0,No,Basic,Bachelor,2011-01-05,Employed,38183.0,Suburban,Married,191,21.0,14,8,Personal Auto,Personal L3,Offer1,Branch,981.010879,Luxury Car,Medsize,A,central,January,2011-01-05
8684,0,M,4744.967459,5.0,0,Basic,Doctor,2011-02-19,Employed,20698.0,Urban,Single,68,21.0,72,5,Personal Auto,Personal L3,Offer4,Branch,248.422693,Two-Door Car,Medsize,0,0,February,2011-02-19
8685,California,M,5308.434428,0.0,No,Basic,High School or Below,2011-02-14,Unemployed,0.0,Suburban,Single,73,9.0,43,3,Corporate Auto,Corporate L3,Offer1,Agent,525.6,Four-Door Car,Medsize,A,west_region,February,2011-02-14
8686,Washington,F,4894.986713,0.0,No,Basic,High School or Below,2011-01-28,Employed,67436.0,Suburban,Married,61,6.0,28,4,Personal Auto,Personal L2,Offer2,Web,292.8,Four-Door Car,Medsize,0,east,January,2011-01-28
8687,California,M,16304.29777,0.0,No,Extended,Doctor,2011-01-16,Employed,90008.0,Urban,Single,137,13.0,3,2,Personal Auto,Personal L3,Offer2,Web,406.986034,SUV,Medsize,0,west_region,January,2011-01-16
8688,Oregon,F,2592.890469,0.0,No,Basic,Master,2011-02-21,Employed,35705.0,Suburban,Single,65,19.0,45,1,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Small,0,north_west,February,2011-02-21
8689,Arizona,M,7349.32849,0.0,No,Extended,High School or Below,2011-02-02,Employed,27072.0,Suburban,Married,93,24.0,27,8,Personal Auto,Personal L3,Offer4,Branch,565.336931,Four-Door Car,Large,0,central,February,2011-02-02
8690,Washington,M,13727.79972,0.0,Yes,Extended,College,2011-01-08,Unemployed,0.0,Suburban,Single,126,12.0,4,2,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,0,east,January,2011-01-08
8691,Nevada,F,2567.151468,0.0,No,Basic,Bachelor,2011-02-20,Employed,40864.0,Rural,Married,65,2.0,75,1,Corporate Auto,Corporate L1,Offer2,Web,9.51528,Four-Door Car,Medsize,0,central,February,2011-02-20
8692,Arizona,F,4196.257691,0.0,No,Premium,High School or Below,2011-02-26,Medical Leave,18052.0,Suburban,Divorced,111,15.0,71,1,Personal Auto,Personal L1,Offer3,Web,699.1679,Four-Door Car,Medsize,A,central,February,2011-02-26
8693,Oregon,F,9031.214859,0.0,Yes,Extended,Master,2011-02-23,Unemployed,0.0,Suburban,Single,122,15.0,47,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,Medsize,A,north_west,February,2011-02-23
8694,Oregon,F,3102.789546,0.0,No,Extended,High School or Below,2011-02-04,Employed,21235.0,Urban,Married,79,18.0,56,1,Personal Auto,Personal L2,Offer4,Agent,244.23135,Two-Door Car,Medsize,0,north_west,February,2011-02-04
8695,0,F,5781.015999,0.0,0,Basic,High School or Below,2011-01-27,Employed,69512.0,Urban,Married,72,3.0,62,5,Personal Auto,Personal L2,Offer2,Branch,196.977247,Two-Door Car,Medsize,0,0,January,2011-01-27
8696,Oregon,M,3305.129877,0.0,No,Extended,High School or Below,2011-01-25,Employed,40778.0,Suburban,Single,86,1.0,59,1,Personal Auto,Personal L3,Offer2,Web,412.8,Four-Door Car,Medsize,0,north_west,January,2011-01-25
8697,California,M,19849.73509,0.0,No,Premium,College,2011-01-15,Unemployed,0.0,Suburban,Single,286,3.0,3,9,Personal Auto,Personal L2,Offer1,Agent,2059.2,Luxury SUV,Small,A,west_region,January,2011-01-15
8698,California,M,6360.649533,0.0,No,Premium,High School or Below,2011-02-10,Employed,41195.0,Rural,Married,160,32.0,33,1,Corporate Auto,Corporate L3,Offer4,Branch,323.1897,SUV,Small,A,west_region,February,2011-02-10
8699,Oregon,M,8749.496793,0.0,No,Premium,Bachelor,2011-02-28,Employed,52373.0,Rural,Divorced,111,2.0,37,9,Personal Auto,Personal L3,Offer1,Web,186.160527,Four-Door Car,Medsize,0,north_west,February,2011-02-28
8700,California,M,5129.608404,0.0,No,Extended,Master,2011-02-23,Employed,72433.0,Urban,Married,126,34.0,48,1,Personal Auto,Personal L3,Offer2,Agent,343.139611,SUV,Large,A,west_region,February,2011-02-23
8701,Washington,F,2667.270014,0.0,No,Basic,College,2011-02-10,Employed,94041.0,Rural,Married,66,14.0,11,1,Personal Auto,Personal L3,Offer3,Agent,159.756733,Four-Door Car,Medsize,A,east,February,2011-02-10
8702,Washington,M,2533.740057,0.0,No,Basic,Bachelor,2011-02-21,Employed,53988.0,Urban,Married,64,10.0,17,1,Personal Auto,Personal L1,Offer4,Agent,206.82346,Two-Door Car,Medsize,0,east,February,2011-02-21
8703,Oregon,F,7627.026893,1.0,No,Basic,Bachelor,2011-01-04,Unemployed,0.0,Suburban,Single,74,1.0,52,2,Corporate Auto,Corporate L2,Offer1,Agent,807.279979,Four-Door Car,Medsize,0,north_west,January,2011-01-04
8704,California,M,3369.71211,0.0,No,Extended,Bachelor,2011-01-10,Employed,39754.0,Rural,Married,85,2.0,35,1,Personal Auto,Personal L2,Offer2,Agent,62.282034,Four-Door Car,Medsize,0,west_region,January,2011-01-10
8705,California,M,4191.06163,1.0,No,Basic,High School or Below,2011-01-01,Unemployed,0.0,Suburban,Single,64,3.0,53,7,Personal Auto,Personal L3,Offer4,Web,535.953661,Two-Door Car,Small,0,west_region,January,2011-01-01
8706,Oregon,F,6877.817669,0.0,No,Extended,College,2011-01-17,Unemployed,0.0,Suburban,Divorced,96,25.0,71,6,Personal Auto,Personal L2,Offer1,Web,460.8,Four-Door Car,Small,A,north_west,January,2011-01-17
8707,0,M,5207.680496,0.0,0,Basic,Bachelor,2011-02-16,Employed,74627.0,Urban,Married,65,21.0,61,6,Corporate Auto,Corporate L3,Offer1,Agent,176.735323,Four-Door Car,Medsize,0,0,February,2011-02-16
8708,Oregon,F,7090.468528,3.0,No,Extended,Bachelor,2011-01-19,Employed,45254.0,Suburban,Divorced,93,4.0,25,4,Corporate Auto,Corporate L3,Offer3,Web,446.4,Four-Door Car,Medsize,0,north_west,January,2011-01-19
8709,California,M,7109.296548,0.0,No,Premium,Bachelor,2011-02-10,Employed,69700.0,Urban,Divorced,181,9.0,49,1,Personal Auto,Personal L2,Offer2,Web,645.921338,SUV,Medsize,0,west_region,February,2011-02-10
8710,California,M,29049.71315,0.0,No,Premium,College,2011-02-20,Disabled,21070.0,Suburban,Divorced,195,6.0,47,2,Corporate Auto,Corporate L3,Offer1,Call Center,1404.0,Sports Car,Small,A,west_region,February,2011-02-20
8711,Nevada,M,8591.305411,0.0,No,Extended,Bachelor,2011-01-15,Unemployed,0.0,Suburban,Single,128,4.0,24,6,Corporate Auto,Corporate L2,Offer1,Branch,1448.994134,0,0,A,central,January,2011-01-15
8712,Arizona,F,5534.576395,0.0,No,Basic,Bachelor,2011-01-05,Employed,71560.0,Urban,Married,69,14.0,46,5,Personal Auto,Personal L1,Offer2,Web,178.700204,Two-Door Car,Medsize,0,central,January,2011-01-05
8713,Arizona,F,8169.746083,0.0,No,Basic,College,2011-01-26,Employed,32799.0,Suburban,Divorced,104,7.0,27,3,Personal Auto,Personal L2,Offer1,Agent,499.2,SUV,Medsize,0,central,January,2011-01-26
8714,California,M,10831.13004,0.0,No,Extended,Doctor,2011-02-01,Disabled,23202.0,Suburban,Divorced,96,29.0,59,2,Personal Auto,Personal L1,Offer3,Call Center,460.8,Four-Door Car,Medsize,0,west_region,February,2011-02-01
8715,California,F,10014.02955,0.0,No,Extended,Bachelor,2011-01-26,Employed,74489.0,Rural,Married,124,11.0,36,3,Special Auto,Special L2,Offer3,Branch,128.535182,SUV,Medsize,A,west_region,January,2011-01-26
8716,California,M,3299.339339,4.0,No,Extended,College,2011-01-07,Employed,66114.0,Rural,Single,92,12.0,6,1,Personal Auto,Personal L2,Offer4,Branch,178.842061,Four-Door Car,Medsize,A,west_region,January,2011-01-07
8717,Arizona,F,4922.165949,0.0,No,Basic,Bachelor,2011-02-22,Unemployed,0.0,Suburban,Single,69,2.0,76,3,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,A,central,February,2011-02-22
8718,Oregon,F,15328.45723,0.0,No,Extended,College,2011-02-12,Unemployed,0.0,Suburban,Married,138,1.0,34,2,Corporate Auto,Corporate L2,Offer1,Agent,688.828746,SUV,Small,A,north_west,February,2011-02-12
